track_name,track_id,artist(s)_name,artist_count,released_year,released_month,released_day,popularity,acousticness_%,danceability_%,duration_ms,energy_%,instrumentalness_%,key,liveness_%,loudness,mode,speechiness_%,tempo(bpm),time_signature,valence_%
Creep,70LcF31zb1H0PyJoS1Sx1r,Radiohead,1,1993,2.0,22.0,89,0.97,51.5,238640,43.0,0.0133,7,12.9,-9.935,1,3.72,91.844,4,0.104
Fade Into You,1LzNfuep1bnAUR9skqdHCK,Mazzy Star,1,1993,10.0,5.0,84,24.5,42.0,295600,33.0,0.0679,9,6.77,-13.925,1,2.75,157.143,3,0.175
Linger,0gEyKnHvgkrkBM6fbeHdwK,The Cranberries,1,1993,3.0,1.0,82,7.829999999999999,43.9,274707,43.4,0.00487,7,14.000000000000002,-14.918,1,2.65,94.845,4,0.204
Heart-Shaped Box,11LmqTE2naFULdEP94AUBa,Nirvana,1,1993,9.0,21.0,81,19.9,25.6,281160,64.1,3.29,1,8.53,-10.283,1,5.52,203.006,4,0.382
Mr. Jones,5DiXcVovI0FcY2s0icWWUu,Counting Crows,1,1993,1.0,1.0,80,18.3,57.8,272293,81.69999999999999,0.000306,0,28.5,-6.542,1,3.63,141.621,4,0.726
"C.R.E.A.M. (Cash Rules Everything Around Me) (feat. Method Man, Raekwon, Inspectah Deck & Buddha Monk)",119c93MHjrDLJTApCVGpvx,Wu-Tang Clan & Method Man & Raekwon & Inspectah Deck & Buddha Monk,5,1993,11.0,9.0,78,56.99999999999999,47.9,252187,54.900000000000006,2.35,11,12.7,-10.551,0,37.3,180.985,4,0.576
Gin and Juice,39QBkWKnap8wRSW4WB9OK0,Snoop Dogg,1,1993,11.0,23.0,77,9.53,60.3,211867,76.2,0.00153,4,47.8,-7.744,0,28.5,94.726,4,0.379
You Know How We Do It,2Ih217RCGAmyQR68Nn7Cqo,Ice Cube,1,1993,12.0,7.0,80,9.77,74.7,232773,52.0,5.37,10,14.2,-10.523,0,3.5700000000000003,92.869,4,0.601
Dreams,4JGKZS7h4Qa16gOU3oNETV,The Cranberries,1,1993,3.0,1.0,79,0.313,55.1,271560,64.3,0.385,4,42.1,-13.091,1,3.53,128.661,4,0.514
Dumb,5gRcv46AMTrosmTOqrOV3Q,Nirvana,1,1993,9.0,21.0,77,42.8,69.69999999999999,151893,39.5,65.3,6,17.299999999999997,-13.58,1,2.81,113.589,4,0.876
Should've Been A Cowboy,4TJUS843fKiqqIzycM74Oy,Toby Keith,1,1993,4.0,20.0,72,44.1,61.8,211307,67.2,0.000149,7,21.4,-7.92,1,3.53,133.439,4,0.705
All Apologies,1Ic9pKxGSJGM0LKeqf6lGe,Nirvana,1,1993,9.0,21.0,75,7.93,44.6,233173,63.2,0.0266,1,8.81,-12.197,1,3.4000000000000004,113.176,4,0.359
When the Sun Hits,0oxYB9GoOIDrdzniNdKC44,Slowdive,1,1993,,,74,0.101,33.0,285907,53.2,70.89999999999999,2,10.1,-11.764,1,2.63,93.512,4,0.218
Insane in the Brain,1oTHteQbmJw15rPxPVXUTv,Cypress Hill,1,1993,7.0,20.0,75,2.91,89.7,208267,61.1,18.6,11,8.94,-10.489,1,21.1,102.304,4,0.769
Sunday,4zEvxRDaKDoFlHxK7Hy0wg,The Cranberries,1,1993,3.0,1.0,72,6.140000000000001,32.9,211067,56.49999999999999,0.00197,0,12.6,-13.103,1,3.35,108.877,4,0.166
Sober,6DyywdbmTzlmXBzG9ym7Rt,TOOL,1,1993,4.0,6.0,72,0.0183,38.5,306853,67.30000000000001,14.9,2,7.21,-8.182,1,3.29,149.271,4,0.187
Today - 2011 Remaster,0u5aO1GYsIhAWCPuXdwnak,The Smashing Pumpkins,1,1993,,,71,0.00335,45.6,201173,82.6,56.99999999999999,8,5.48,-7.611,1,2.68,82.539,4,0.415
Party And Bullshit,5mqPg2dyqb1gBNyg9ycGcT,The Notorious B.I.G.,1,1993,4.0,20.0,74,17.299999999999997,67.2,219707,70.39999999999999,0.0,1,13.900000000000002,-10.066,0,31.2,99.232,4,0.811
Who Am I (What’s My Name)?,0eO8MW9YSTK3CjdaTYKlhF,Snoop Dogg,1,1993,11.0,23.0,74,0.0813,73.4,246200,73.5,0.00325,7,55.900000000000006,-6.201,1,6.5,96.806,4,0.729
Keep Ya Head Up,0XRbYXQUymj9SJkrr8YK5B,2Pac,1,1993,2.0,16.0,72,14.4,59.8,262507,73.2,0.0,4,50.8,-7.013,1,42.5,172.329,4,0.595
Shoop,0Pu71wxadDlB8fJXfjIjeJ,Salt-N-Pepa,1,1993,10.0,12.0,72,9.15,93.9,248573,67.5,0.0,0,5.65,-7.232,1,21.1,96.918,4,0.795
Can We Talk,3eRE1KwnUma75nu1HhoNY4,Tevin Campbell,1,1993,,,70,3.12,66.0,284080,64.60000000000001,0.0005059999999999,2,3.3000000000000003,-9.111,0,4.26,172.376,4,0.621
I Get Around,4voEoczU7Ijborps9XF1n3,2Pac & Digital Underground,2,1993,2.0,16.0,71,15.6,84.6,259000,41.6,0.000934,10,23.8,-13.767,0,11.8,96.188,4,0.645
Far Behind,3mhOmh4tRKsMfnRmgZfeBm,Candlebox,1,1993,7.0,16.0,68,0.187,55.2,299733,64.5,0.000138,7,4.24,-6.595,1,2.68,89.518,4,0.588
"What Is Love - 7"" Mix",2IHaGyfxNoFPLJnaEg4GTs,Haddaway,1,1993,9.0,13.0,77,2.22,68.30000000000001,270373,77.2,1.49,7,20.3,-7.907,0,3.11,123.871,4,0.737
Disarm - 2011 Remaster,6YIggUJW3ttAAPRdnki8RM,The Smashing Pumpkins,1,1993,,,71,14.2,52.7,196905,41.8,77.5,4,13.900000000000002,-10.205,0,2.77,129.516,4,0.218
All I Wanna Do,3ZpQiJ78LKINrW9SQTgbXd,Sheryl Crow,1,1993,8.0,3.0,73,11.1,82.0,272107,52.8,1.86,9,25.7,-11.179,1,3.2099999999999995,120.091,4,0.931
93 'Til Infinity,0PV1TFUMTBrDETzW6KQulB,Souls Of Mischief,1,1993,2.0,13.0,72,12.5,59.0,286440,67.2,0.000104,1,14.7,-11.792,1,41.2,206.247,4,0.688
Somewhere Over The Rainbow_What A Wonderful World,25U7raB3ZSszayTYClh4hF,Israel Kamakawiwo'ole,1,1993,11.0,1.0,72,92.8,66.3,308027,16.8,0.00568,0,36.1,-13.725,1,4.48,85.005,4,0.678
The Sign,0hrBpAOgrt8RXigk83LLNE,Ace of Base,1,1993,12.0,24.0,75,0.928,80.80000000000001,191240,78.60000000000001,7.01,4,5.74,-6.897,0,4.47,96.987,4,0.899
Ain’t No Fun (If The Homies Can’t Have None),3g1mP8c79KbkWDhED5tyKZ,Snoop Dogg & Nate Dogg & Warren G & Kurupt,4,1993,11.0,23.0,69,13.3,85.6,246400,72.2,0.0485,5,16.8,-6.124,0,7.6,100.192,4,0.719
Are You Gonna Go My Way,45Ia1U4KtIjAPPU7Wv1Sea,Lenny Kravitz,1,1993,3.0,9.0,76,0.165,61.9,211933,67.0,1.09,11,33.1,-10.322,0,3.53,129.269,4,0.777
Rape Me,5Rizj5FLb2AyNKu9esjYY6,Nirvana,1,1993,9.0,21.0,74,1.41,42.0,170000,74.6,0.0,8,6.61,-10.628,1,4.67,111.886,4,0.229
